keyword,city,name,salary,experience,education,company,location,industry,scale,financing,description,link
AI应用开发,北京,汽车研发AI 应用开发,21-30K·14薪,5-10年,本科,北京某大型汽车研发/制造公司,北京,,,,"任职要求：1. 本科及以上学历,计算机科学与技术、软件工程、人工智能、自动控制等相关专业,具有⼤模型Agent开发经验。2. AI领域研发经验;具备整车研发⾏业相关经验者优先。3. 熟悉整车研发基本流程,了解汽车电⼦、车身、底盘、动力等核⼼系统相关知识者优先。4. 具备良好的沟通协调能力、团队协作精神,较强的问题解决能力与技术攻坚能力,能够承受一定的项目压力。5. 具有严谨的逻辑思维,良好的编码习惯，重视技术文档的编写与沉淀。6. 汽车行业相关工作经验5年以上7. 良好的沟通、组织、协调能力；具备统筹优化能力。",/job_detail/dd2c0cd33df74e240nB_2tW4FFRQ.html
AI应用开发,北京,行业应用开发工程师,10-15K,1-3年,本科,觅熵科技,北京·海淀区·苏州桥,,,,无论是个人直聘还是机构，都需要为自己kanzhun的安全、发展和成功做出最佳决策，⽽觅熵负责提供⼈们做出决策时所需要的数据。在觅熵，我们都是⼯程师，而不是学者。工程师发现问题、并构建解决问题的⽅法，您无需成为计算机科学家或具有任何特定学位，即可成为工程师。正是因为有着这样的工程师团队，我们颠覆了传统遥感的数据处理方式，带来了可应用于各行各业的地理空间分析产品，并获得了热烈的反馈。所以我们会持续在重要的地方寻找难题，并将通过提供有效的产品来解决那些难题。而为了实现我们的最佳成果，我们需要广泛背景、观点和生活经验的人。如果你也是这样的理念，请不要犹豫联系我们！在觅熵，我们会让你直接接触到重要的问题，并且你有解决这些问题的自由。如果你想承担这样的责任，那么我们想和你一起工作，我们会提供资源帮助你找到你的方向。我们知道有许多类型的工程师，所以我们的面试过程是围绕候选人建立的。你将直接与我们的团队沟通，进行现场面试。为了使你在面试过程中获得成功，帮助你展现最好的一面、以及展示自己的能力，我们有几个提示：1. 做自己。我们寻找有独特才能的人，他们真诚、聪明、适应性强，并渴望成为一个团结的队伍中的一,/job_detail/5e07ad1000e29c020nB629S-GVZW.html
AI应用开发,北京,Python 应用开发工程师（AI应用方向）,20-25K·14薪,经验不限,本科,某计算机软件公司,北京,,,,岗BOSS直聘位职责：1. BOSS直聘负责开展产品功能培训和技术支持，协助客户将产品能力落实到应用场景中，并能将落地经验沉淀为可复用的场景模板；2. 驻场python应⽤开发⽀持，必要时承接客户定制化需求，完成业务 Python 应⽤及 Demo 的开发实现；3. 对接客户应用场景，进行产品问题和需求的收集，协调内部资源进⾏产品优化和问题解决；任职要求：1. 计算机及相关专业本科及以上学历，具备 2 年及以上 Python 开发实战经验，有半导体等行业软件开发经验或AI应用经验优先；2. 精通Python，可独立完成 Python项目全流程开发与部署；3. 理解LLM的基本能力与应用方式，具备实现skills和AI Agent的技术方法；4. 熟悉Linux系统，熟悉K8S命令，能够在服务器里进行日志查询和服务状态排查；5. 服务意识强，表达能力优秀，具备客户现场工作能力，拥有解决和排查问题的能力和思路；,/job_detail/df622eee0a3a4f210nB_09y_FltV.html
AI应用开发,北京,AI应用开发(IT 方向),35-55K,经验不限,本科,Momenta,北京·海淀区·学院路,,,,岗直聘位职责AI直聘驱动IT流程重构：以产品视角洞察内部IT流程痛点，结合AI技术（LLM/Agent）重新设计IT作业流程，主导流程数字化、智能化改造，打破系统孤岛，实现IT流程自动化闭环，支撑人效提升目标落地。AI应⽤落地与开发：承接AI产品经理的流程设计⽅案，推动AI在管理决策⽀持、流程自动化、信息管理等IT场景的落地，负责AI应用产品的核⼼后端与中台系统开发，设计高可用微服务架构（含API网关、用户权限、日志等模块），实现AI能力与现有IT系统的深度整合。AI模型集成与运维：集成部署LLM、机器学习等AI模型能力，负责生产环境下AI服务的性能监控、故障排查与优化，保障AI应用稳定高效运行；主导容器化部署（Docker/Kubernetes）及云服务运维（AWS/Azure等），实施CI/CD流程，提升开发与部署效率。前后端协同落地：支撑前端功能实现，基于React/Vue等技术栈完成高效前后端联调与数据对接，确保AI驱动的IT流程与系统功能贴合业务需求，兼顾用户体验与技术可行性。技术迭代与支撑：主动追踪AI、工程化及IT流程优化相关技术趋势，将前沿技术转化为实际落地能力；配合A,/job_detail/e2f60c78fb4e57f00nd42t65EVBZ.html
AI应用开发,北京,python高级开发（AI应用开发 线上面试）,18-35K·13薪,5-10年,本科,云阁科技,北京·西城区·西直门,,,,本岗位在广州、非外包、支持线上面试。急招有能⼒的资深开发⼈员。加分项1、熟练使⽤ AI 编程工具（如 Claude Code / Codex），能够将 AI 融入⽇常研发流程（如代码生成、调试、优化等）2、有 LLM 应用开发经验（LangChain / LlamaIndex / CrewAI / LangGraph 等）3、有 AI Agent智能体编排、AI to B产品开发经验岗位职责1、负责公司 AI ToB SaaS 产品的核心功能开发，包括 AI Agent、RAG、知识库、工具等相关能力的研发与落地2、基于 Python（FastAPI / Flask 等）开发后端服务，设计稳定可扩展的 API 与系统架构3、参与 LLM 应用开发，包括 Prompt 设计、Embedding、RAG 检索增强、工具调用（Tools Use）等4、接入并管理主流大模型 API（如 OpenAI、Claude、DeepSeek 等），实现 AI 能力在业务场景中的落地5、参与前端功能开发，使用 React 完成产品页面开发及接口对接6、与产品经理、前端及 AI 研发协作，持续优化系统性能与,/job_detail/6a024b61900e377d0nd83t67EFpV.html
AI应用开发,北京,AI 应用开发工程师（Python / 大模型应用）,18-25K·13薪,5-10年,本科,蓝犀牛,北京·朝阳区·大望路,,,,【职位介直聘绍】我们是一BOSS直聘家搬家 / 本地生活服务平台，正在招聘一位 AI 应用⽅向的后端⼯程师，主要⽅向为大模型应用开发，包括智能客服、订单智能调度、司机/⽤户智能助手、RAG 知识问答等场景的服务端工程化。【岗位职责】1、负责 AI 应用后端服务开发（对话、Agent、RAG、智能助手等）；2、大模型 API 接入、Prompt 工程与效果调优；3、搭建并维护向量检索、知识库、文档解析等基础能力；4、参与 AI 应用的流程编排、工作流设计与工程化落地；5、与前端、产品、数据等多方协作，推动 AI 产品稳定交付；6、使用 AI 工具辅助编码、调试与研发提效。【任职要求】1、3-5 年后端开发经验，计算机相关专业本科及以上优先；2、Python 基础扎实，熟悉 FastAPI / Flask 等主流 Web 框架；3、有真实的 AI 应用开发经验，在以下至少一个方向有深度实践：大模型 API 应用开发/RAG 知识问答系统/Agent / 工作流编排（LangChain、LangGraph、LlamaIndex、Coze 等）4、熟悉 MySQL、Redis，了解至少一款向量,/job_detail/92a3bc5850986e7d0ndy39S8E1RS.html
AI应用开发,北京,AI 应用开发工程师（实习）,300-400元/天,,本科,阿里健康,北京,,,,来自BOSS直聘对 ai 有热情和信仰、喜欢钻研技术、良好的沟通能力、扎实的计算机基础。最少可以实习 3 个月，每周至少可以实习 4 天。,/job_detail/c82a3f64483d68000nZ929u8GFVX.html
AI应用开发,北京,AI应用开发,30-55K·15薪,5-10年,本科,蚂蚁集团,北京·海淀区·魏公村,,,,"蚂蚁集团数字科技招AI应用开发，真实HC，组内直招。职位描述1. 负责智能数据产品中AI应用的技术架构及系统研发，包括多智能体协作、MCP服务构建、Skill开发等；2. 跟踪前沿技术，探索AI Native应用的新型架构设计，推动AI技术在业务场景中落地；3. 具备架构设计思维及理念，参与制定团队中长期的技术规划和架构演进路线图；4.与产品、解决方案等团队紧密协作，提供具有前瞻性的技术解决⽅案，确保技术⽅案与业务⽬标的高度一致性；职位要求1. 本科及以上学历, 计算机、软件⼯程、人工智能等相关专业，5年以上服务端开发经验；2. 精通Java技术栈，扎实的数据结构与系统设计能力；3. 热爱技术，认真严谨，对大模型、智能体等AI技术有极强的好奇心与自驱动力；4. 熟悉AI编程工具，有过完整的项目级开发经验，理解如何让AI写出生产级代码；5. 对数据敏感，能够利用数据驱动技术优化与业务增长，实现技术与业务的结合；6. 具备良好的学习能力和创新思维，能够主动发现问题、持续优化，适应快速变化的业务需求；7.  熟悉以下任一项技术加分：智能体安全、区块链、密码学",/job_detail/3fbe7dfc65f07a840nZ_3925EVVS.html
AI应用开发,北京,AI应用开发实习生（远程）,290-300元/天,,本科,北京易知简教育,北京·东城区·北新桥,,,,"职位信息- 到岗时间：课余时间充足，可快速到岗者、时间稳定者优先录用！- 职位：AI应用开发实习生（远程）- ⼯作地点：远程,优先择优录⽤上海⾼校人才。- 薪资：300元/天。- 实习期：1个月起，具体⾯谈关于我们：YEE“三创教育”作为一种新的教育范式，通过实践个性化、发现和解决真实问题、人类相互依存这三个原则，帮助学生更好地认识自己、培养超学科思维和技能、提升国际视野。YEE专注【AI+创新教育】，我们是一群相信技术能改变教育的理想主义者，也是脚踏实地的行动派。我们的产品通过AI，为全世界的学习者提供个性化的学习体验。YEE公众号/视频号：【ICEEYEE】了解更多我们的故事。一、你会做什么：- 接触大模型应用开发、测试、调优- 参与产品的前后端开发，参与一个AI产品是怎么做的- 学习CI/CD等实战开发流程，参与真实团队开发- 和小伙伴一起讨论技术方案，有问题直接沟通二、你需要有什么：1.基础要求 -计算机、人工智能相关专业，大三及以上在读学生- 熟悉 Python、Java - 熟悉数据库（PGSQL、MySQL之类）- 熟悉大模型编程- 了解CI/CD 的基本概念2.加分项-",/job_detail/1deaf571435199aa0nRy3tW0FVZQ.html
AI应用开发,北京,AI应用开发工程师（AI-Native方向）,25-50K,经验不限,本科,竹智科技,北京·海淀区·苏州桥,,,,直聘寻找真正的AI-Native Builder来自BOSS直聘大学生/硕士生/刚⼯作不久，都欢迎1. 我们正在寻找这样的⼈你可以是⼤学生、硕士⽣，也可以是刚工作不久的年轻人；你可以来自计算机、产品、设计、营销、运营，甚至任何专业背景。2. 真正重要的不是学历和履历真正重要的是：你已经开始深度使用AI，创造新事物。3. 我们想找的是这样的人对VibeCoding狂热，沉浸在用AI写代码、搭产品、做应用、解决问题的工作流里；重度使用ClaudeCode、Codex、Cursor、OpenClaw等AI工具；不只是能手搓原型，而是能独立完成从想法、设计、开发到上线的完整闭环；不把AI当成搜索引擎或聊天工具，而是当成第二大脑、超级助手和生产力放大器。4. 你可能已经在做这些事用AI写代码、做产品、做获客、做内容营销、做运营；甚至已经做出了自己的小工具、小项目、小产品，或者小生意。5. 我们想找的，不是这样的人不是“会用豆包、Coze、ChatGPT”的人；而是对AI创造狂热，沉浸在AI-Native工作流里，能够用AI解决真实问题、创造真实价值，甚至让用户愿意付费的人。如果你是这样的人如果你,/job_detail/9f7fa4450a12b2ff0nB63dS7GVpX.html
